Gene name,Mutated samples,Samples tested
GPR32,46,2754
RPL36,46,2754
HCRTR1,46,2754
PDP1_ENST00000517764,46,2754
FGB_ENST00000509493,46,2754
PGAP3,46,2868
TRIM69_ENST00000561043,46,2754
LIN9_ENST00000481685,46,2743
C2orf42,46,2754
SYT5_ENST00000590851,46,2754
GFOD2_ENST00000602377,46,2754
TC2N_ENST00000360594,46,2775
DDO_ENST00000368923,46,2780
KTN1_ENST00000554507,46,2780
FSD1L_ENST00000374710,46,2743
ZNF410,46,2754
ZSCAN20_ENST00000373413,46,2754
OR10AG1,46,2754
LAS1L_ENST00000374804,46,2780
DDX24_ENST00000622786,46,2754
ANKHD1_ENST00000394722,46,2754
KLF11_ENST00000540845,46,2754
SULT1A1_ENST00000569554,46,2754
DLD_ENST00000437604,46,2754
PPARG_ENST00000643888,46,2939
SAAL1_ENST00000300013,46,2754
OR10H5,46,2754
TRIM69_ENST00000560442,46,2754
KCTD20_ENST00000536244,46,2754
GPR87,46,2780
CCDC33_ENST00000558821,46,2754
GYPA_ENST00000503627,46,2754
ANKRD20A8P,46,2743
WDR45,46,2754
LAD1,46,2754
CD37,46,2754
ELAVL1_ENST00000593807,46,2754
GIMAP4_ENST00000461940,46,2754
PROCA1_ENST00000439862,46,2754
BPNT1,46,2754
YWHAE_ENST00000573026,46,2754
RDH8,46,2754
BIRC2,46,2868
DGLUCY_ENST00000256324,46,2754
GFOD2,46,2754
MDH2,46,2754
DGLUCY_ENST00000520328,46,2754
JAM2_ENST00000480456,46,2754
CCT5,46,2754
OR7G2,46,2754
VPS37A_ENST00000521829,46,2754
PACS1_ENST00000529757,46,2754
KLF11,46,2754
ZNF410_ENST00000334521,46,2754
AQP2,46,2754
IRF1_ENST00000613424,46,2754
CNTRL_ENST00000373865,46,2754
MAGEB3,46,2754
SDC3_ENST00000336798,46,2754
ZNF131_ENST00000509931,46,2754
KLF7_ENST00000421199,46,2754
KLF7_ENST00000423015,46,2754
CPM_ENST00000338356,46,2754
CPSF4,46,2754
TERF1_ENST00000276602,46,2754
WDR20_ENST00000322340,46,2754
PDK2,46,2784
SSBP4_ENST00000348495,46,2754
REEP5_ENST00000504247,46,2754
BPNT1_ENST00000544404,46,2754
ILKAP,46,2754
SLAIN2,46,2743
SPDEF,46,2754
ZNF131_ENST00000505606,46,2754
DGLUCY,46,2754
UTP3,46,2754
ZNF619_ENST00000521353,46,2754
SLC35B3,46,2754
C2orf42_ENST00000420306,46,2754
SPATC1L_ENST00000330205,46,2754
RNF113A,46,2775
CFP,46,2780
ZSCAN25,46,2754
NUMB_ENST00000544991,46,2754
MYNN_ENST00000356716,46,2754
OR6K3,46,2754
ZNF491,46,2754
SEPT10_ENST00000415095,46,2743
OR2T2_ENST00000342927,46,2754
SPAG16_ENST00000272898,46,2754
KLHL21_ENST00000467612,46,2754
RFPL3,46,2754
NT5C3A_ENST00000610140,46,2754
PDE4B_ENST00000371045,46,2754
MAMSTR_ENST00000356751,46,2754
ATPAF1,46,2754
NAF1_ENST00000422287,46,2743
DGLUCY_ENST00000523816,46,2754
GLDN_ENST00000396399,46,2754
CCDC150_ENST00000409270,46,2743
PLEKHO2_ENST00000616065,46,2754
SLC19A3_ENST00000409287,46,2754
SLC10A6,46,2743
RECQL5_ENST00000584999,46,2754
BPNT1_ENST00000354807,46,2754
TMEM176A,46,2754
PDZD3_ENST00000525131,46,2780
SAAL1,46,2754
SEPT5_ENST00000383045,46,2743
OGFOD2_ENST00000538755,46,2754
TCN2,46,2754
PDZD3_ENST00000322712,46,2780
COPS3_ENST00000539941,46,2754
PSTPIP1_ENST00000559295,46,2743
LCMT1_ENST00000380966,46,2754
PALMD,46,2754
ILKAP_ENST00000612675,46,2754
RASSF3_ENST00000637125,46,2754
PROCA1,46,2754
SEC22C,46,2754
UBAP1_ENST00000379186,46,2754
TGOLN2_ENST00000398263,46,2754
ZNF185_ENST00000318529,46,2754
VEGFA_ENST00000640482,46,4095
PPARG_ENST00000643197,46,2939
FCAR_ENST00000469767,46,2754
HOMER3_ENST00000392351,46,2754
PTDSS1_ENST00000522072,46,2754
WARS_ENST00000392882,46,2780
BUB3_ENST00000368859,46,2754
ATMIN_ENST00000564241,46,2743
ZNF3_ENST00000424697,46,2754
METTL15,46,2754
CHODL_ENST00000400128,46,2754
OGFOD2_ENST00000538628,46,2754
LAD1_ENST00000367313,46,2754
ALKBH4,46,2754
B4GALT6_ENST00000237019,46,2754
OPN5,46,2754
ADAMTSL1_ENST00000380545,46,2754
BLZF1_ENST00000329281,46,2754
SLC22A8_ENST00000535878,46,2754
MFSD11,46,2781
CHRNB4,46,2754
MUC1_ENST00000611577,46,2930
OR6B3_ENST00000319423,46,2754
DLD_ENST00000440410,46,2754
WDR45B,46,2754
TPM1_ENST00000560970,46,2812
MKRN2,46,2755
ZNF3_ENST00000299667,46,2754
RASSF3,46,2754
SFXN5,46,2754
GIMAP4,46,2754
ABHD11_ENST00000458339,46,2754
SLC23A3_ENST00000295738,46,2754
PTPN2,46,2754
VEGFA_ENST00000372077,46,4095
C11orf80_ENST00000532565,46,2743
RIMS4,46,2754
ABO_ENST00000611156,46,2743
LAS1L,46,2780
DGLUCY_ENST00000428926,46,2754
SDCBP2,46,2780
TC2N_ENST00000340892,46,2775
WDYHV1_ENST00000523984,46,2754
DTNBP1_ENST00000462989,46,2754
PRRT1,46,2780
ZNF823,46,2743
WDYHV1,46,2754
GLT8D1_ENST00000478968,46,2754
GLDC_ENST00000639639,46,2754
MCU_ENST00000536019,46,2754
CABP1_ENST00000453000,46,2754
TGOLN2_ENST00000282120,46,2754
MS4A1_ENST00000389939,46,2754
OR10H5_ENST00000308940,46,2754
CHD2_ENST00000420239,46,2754
KRT17_ENST00000540235,46,2754
B4GALT6_ENST00000383131,46,2754
CNOT9_ENST00000295701,46,2754
ZNF410_ENST00000555044,46,2754
FNBP1L_ENST00000260506,46,2754
PHLDB2_ENST00000478922,46,2754
RNASEH2B_ENST00000422660,46,2754
ASCC1_ENST00000317126,46,2754
C7orf26,46,2754
IMPDH2,46,2754
MRNIP,46,2755
PLEKHO2,46,2754
CABP7,46,2754
CEP41,46,2754
CMPK2,46,2743
CD37_ENST00000426897,46,2754
GPBP1_ENST00000511209,46,2775
ACPP_ENST00000475741,46,2754
SLC17A2_ENST00000360488,46,2754
TANK_ENST00000402568,46,2754
C11orf80,46,2743
KCTD20,46,2754
ZNF627,46,2754
CRHBP_ENST00000506501,46,2754
KCTD20_ENST00000449081,46,2754
SPEG_ENST00000396686,46,2773
LYNX1-SLURP2_ENST00000523332,46,2743
ADRB2,46,2754
ANKRD11_ENST00000646838,46,4042
PRSS53,46,2743
KRT81_ENST00000615839,46,2754
SLC22A8_ENST00000311438,46,2754
COPS3_ENST00000439936,46,2754
DUSP9,46,2754
LRMDA_ENST00000372499,46,2754
CRELD1,46,2754
RAB3IP_ENST00000362025,46,2754
CD72,46,2754
GFI1B_ENST00000372123,46,2940
ZNF10_ENST00000402932,46,2780
SYT5_ENST00000537500,46,2754
PSMD6_ENST00000394431,46,2754
PGAP3_ENST00000378011,46,2868
SNW1_ENST00000554775,46,2754
WARS,46,2780
GYPA_ENST00000504786,46,2754
RUNDC1,46,2754
MREG_ENST00000263268,46,2754
WSB1_ENST00000348811,46,2754
OGFOD2_ENST00000545612,46,2754
WSB1,46,2754
ANK1_ENST00000522543,46,2780
CPSF4_ENST00000436336,46,2754
EXOC3L2_ENST00000413988,46,2743
PRSS16,46,2754
SPATC1L,46,2754
SGTA,46,2754
AGFG1,46,2754
MUC1_ENST00000368392,46,2930
FNDC3A_ENST00000378383,46,2755
ZNF718,46,2743
MDH2_ENST00000432020,46,2754
UBAP1_ENST00000297661,46,2754
NUMB_ENST00000355058,46,2754
MAPRE2_ENST00000436190,46,2754
GFI1B_ENST00000636137,46,2940
MUC1_ENST00000438413,46,2930
RNF217_ENST00000368414,46,2743
MUC1,46,2930
UAP1L1,46,2754
ANK1_ENST00000314214,46,2780
HOMER3_ENST00000433218,46,2754
PAQR8,46,2754
SLC25A46,46,2743
MFAP5_ENST00000543369,46,2780
FOSB_ENST00000592811,46,2754
POLG2,46,2754
SLC19A3,46,2754
DRGX,46,2743
KRT81,46,2754
CHODL_ENST00000400127,46,2754
CA2,46,2755
TUBAL3,46,2754
TDP2,46,2754
CORO6_ENST00000584969,46,2754
MEAF6_ENST00000373074,46,2754
OGFOD2_ENST00000397389,46,2754
ZNF410_ENST00000540593,46,2754
PRMT5_ENST00000216350,46,2754
ZNF510,46,2754
HSD17B2,46,2754
ZNF563_ENST00000595977,46,2754
BPNT1_ENST00000322067,46,2754
STMN4_ENST00000523048,46,2780
NIPA1_ENST00000561183,46,2754
FGF18,46,2754
KRT40,46,2743
TRIM69_ENST00000558329,46,2754
SP1,46,2754
PDZD3_ENST00000531114,46,2780
SESN2,46,2763
SLC25A18_ENST00000399813,46,2754
LCAT,46,2756
VHL_ENST00000345392,46,5211
PAQR8_ENST00000360726,46,2754
SLC25A18,46,2754
NGF,46,2754
RAG2,46,2754
BTBD17,46,2743
ZNF554,46,2754
DEPDC7,46,2754
OR5B12,46,2754
SEC14L4,46,2754
RAPSN,46,2754
SEPT8_ENST00000378721,46,2743
TMEM273_ENST00000374148,46,2743
PNMA2,46,2754
ZNF410_ENST00000324593,46,2754
CTNNBL1_ENST00000373469,46,2820
KLF11_ENST00000535335,46,2754
NT5C3A,46,2754
LDLRAD4_ENST00000586765,46,2754
ACTA2,46,2832
DDO,46,2780
SSPN_ENST00000540266,46,2754
ENKUR,46,2754
AGPAT3_ENST00000546158,46,2754
PTGR2_ENST00000555228,46,2754
ASB5_ENST00000512254,46,2754
NEUROG1,46,2754
METTL15_ENST00000406787,46,2754
DUOXA1_ENST00000430224,46,2754
RSAD2,46,2754
WARS_ENST00000557135,46,2780
SLC22A8,46,2754
MAMSTR_ENST00000594582,46,2754
LGALS8_ENST00000525042,46,2754
HERPUD1,46,2754
DNAJA3_ENST00000355296,46,2780
C7orf25_ENST00000438029,46,2754
HOMER3_ENST00000221222,46,2754
NPM1_ENST00000351986,46,4934
PRMT5_ENST00000397440,46,2754
XKR5,46,2743
MRNIP_ENST00000376931,46,2755
MUC1_ENST00000611571,46,2930
BCAP29_ENST00000465919,46,4200
AKAP9_ENST00000394564,46,3054
SYT5,46,2754
BIRC7_ENST00000342412,46,2754
SLC16A8,46,2754
VPS37A,46,2754
SPDEF_ENST00000544425,46,2754
ARRB2_ENST00000571206,46,2754
OGFOD2_ENST00000454694,46,2754
SLC22A8_ENST00000545207,46,2754
PGM3_ENST00000512866,46,2754
SRPX_ENST00000538295,46,2754
ZNF510_ENST00000223428,46,2754
WARS_ENST00000556645,46,2780
MMAA,46,2754
SDCBP2_ENST00000339987,46,2780
GDF9_ENST00000624492,46,2754
SLC38A7_ENST00000564100,46,2743
SLC22A8_ENST00000430500,46,2754
KLRG2_ENST00000393039,46,2754
LYPLA1_ENST00000343231,46,2754
UCP2_ENST00000536983,46,2754
NUMB_ENST00000359560,46,2754
MRGPRX4,46,2754
GYPA_ENST00000512789,46,2754
PRUNE2_ENST00000376713,46,2775
CEACAM20_ENST00000621342,46,2745
IFIT1B,46,2754
CSNK1E_ENST00000413574,46,2784
RBPMS_ENST00000520161,46,2754
ANKRD33_ENST00000340970,46,2755
STARD10_ENST00000538536,46,2754
RIOK3,46,2784
KCNK17,46,2754
ZNF441,46,2754
SLC17A2,46,2754
ZNF18,46,2754
KCNK17_ENST00000453413,46,2754
TNFAIP6,46,2754
DNAJA4_ENST00000446172,46,2754
RHCE_ENST00000349320,46,2754
HLF_ENST00000430986,46,2868
OR5D13,46,2743
C3AR1,46,2754
ZSCAN25_ENST00000334715,46,2754
BYSL,46,2757
MESD_ENST00000561312,46,2754
GPBP1_ENST00000506184,46,2775
HSP90AA1_ENST00000216281,46,2868
CASP7_ENST00000369315,46,2754
RAB3IP_ENST00000483530,46,2754
OR13A1_ENST00000553795,46,2754
SRPX_ENST00000432886,46,2754
GFI1B_ENST00000372122,46,2940
AC073896.1,46,2744
ANXA1_ENST00000257497,46,2754
TC2N_ENST00000556018,46,2775
CPM,46,2754
NT5C3A_ENST00000405342,46,2754
ACTG2_ENST00000409731,46,2754
TM9SF1_ENST00000396854,46,2754
WARS_ENST00000358655,46,2780
MED17_ENST00000639724,46,2754
PCYT1B,46,2754
OR14A16_ENST00000357627,46,2743
ZNF131_ENST00000306938,46,2754
OR5H1,46,2775
GLT8D1_ENST00000491606,46,2754
GALT_ENST00000450095,46,2754
RGS3_ENST00000613049,46,2754
CRISP2_ENST00000616725,46,2754
VASH2_ENST00000366968,46,2754
HOMER3,46,2754
NUMB_ENST00000535282,46,2754
BCAP29_ENST00000445771,46,4200
RFPL3_ENST00000397468,46,2754
MDH2_ENST00000443006,46,2754
DNAJA3,46,2780
GSG1_ENST00000351606,46,2754
BPIFA1_ENST00000618484,46,2754
STMN4_ENST00000265770,46,2780
ST7L_ENST00000369669,46,2754
ZNF138,46,2754
OR3A1_ENST00000615105,46,2754
FFAR3_ENST00000594310,46,2754
XRN1_ENST00000463916,46,2756
GJB3_ENST00000373362,46,2754
MAP3K7_ENST00000369320,46,2898
ANKRD40,46,2754
POC1A,46,2754
FAM171B_ENST00000612606,46,2775
ARL10,46,2754
SNW1_ENST00000261531,46,2754
CPSF4_ENST00000451876,46,2754
GJB3,46,2754
PPARG_ENST00000644622,46,2939
NDUFAF7_ENST00000336237,46,2754
HMGB1_ENST00000405805,46,2754
STYXL1_ENST00000451157,46,2754
CDCP2,46,2743
SRPX,46,2754
FOSB_ENST00000586615,46,2754
PRSS16_ENST00000421826,46,2754
FOSB_ENST00000615753,46,2754
CYP2C9,46,2820
WARS_ENST00000344102,46,2780
POC1A_ENST00000394970,46,2754
RNASEH2B_ENST00000646960,46,2754
FNBP1L_ENST00000370253,46,2754
CEP41_ENST00000541543,46,2754
DGLUCY_ENST00000521077,46,2754
CHODL_ENST00000400135,46,2754
TRIM16_ENST00000336708,46,2754
OR6B3,46,2754
ZNF428,46,2754
ACAD10_ENST00000549590,46,2754
CORO6_ENST00000388767,46,2754
PSMB11,46,2743
ZNF619_ENST00000432264,46,2754
METTL15_ENST00000303459,46,2754
SLC25A48_ENST00000433282,46,2754
SRPX_ENST00000544439,46,2754
MYZAP_ENST00000380565,46,2743
LUZP4,46,2754
IL5RA_ENST00000311981,46,2754
SPRED1,46,2763
UGT2B7_ENST00000622664,46,2754
HEXIM2,46,2754
FOXA1,46,4060
RBPJ_ENST00000507561,45,2754
LHX6_ENST00000559895,45,2754
GIPC2,45,2754
HHLA2_ENST00000467562,45,2743
ALG8_ENST00000376156,45,2754
EDN3_ENST00000644821,45,2754
SGK2_ENST00000373100,45,2784
POLR1E,45,2754
PLCB1_ENST00000629992,45,2780
PDLIM4,45,2754
GEMIN4_ENST00000437269,45,2754
CNTFR_ENST00000351266,45,2754
SEPT8_ENST00000378699,45,2743
TXLNA_ENST00000373610,45,2754
TBX6_ENST00000279386,45,2754
NEK11_ENST00000356918,45,2934
UQCRC2,45,2780
VEGFB,45,2754
CCR6_ENST00000349984,45,2754
SLC7A13_ENST00000419776,45,2754
PHYHIP,45,2754
ADAP2,45,2754
MMP25_ENST00000612971,45,2754
SHOX_ENST00000381575,45,2743
CKAP2_ENST00000378034,45,2754
TBKBP1_ENST00000622396,45,2754
KIF16B_ENST00000355755,45,2780
OR6Y1_ENST00000641282,45,2754
TBX6,45,2754
OR10G7_ENST00000330487,45,2755
OXA1L_ENST00000358043,45,2754
GDF9_ENST00000624495,45,2754
USP22_ENST00000537526,45,2743
PFKFB4,45,2780
IL1RAP_ENST00000422485,45,2754
KLHL21_ENST00000377663,45,2754
PPOX_ENST00000462866,45,2754
PHLDA1,45,2754
ATL2_ENST00000419554,45,2754
ECSIT,45,2754
ZNF3,45,2754
OXA1L_ENST00000604262,45,2754
KNSTRN_ENST00000448395,45,2821
EIF2B3_ENST00000620860,45,2754
DNAJB5_ENST00000312316,45,2754
ENO1,45,2754
CETN1,45,2754
RHCE_ENST00000349438,45,2754
SLC25A41,45,2743
RHBDD2_ENST00000318622,45,2754
RAB23,45,2754
PJVK_ENST00000647226,45,2743
HSF2_ENST00000452194,45,2754
ELP4_ENST00000638347,45,2754
ASNS,45,2754
CEACAM7,45,2754
RHCE_ENST00000346452,45,2754
C12orf66_ENST00000544871,45,2754
PRRC2C_ENST00000392078,45,2743
TERF1,45,2754
GDF9,45,2754
SOX4,45,2754
SYTL2_ENST00000529581,45,2775
ASL,45,2780
RBM33_ENST00000341148,45,2743
HRH3_ENST00000317393,45,2754
FZD4,45,2780
RIOK3_ENST00000577501,45,2784
SPANXD,45,2743
DEPDC7_ENST00000311388,45,2754
REC114_ENST00000560581,45,2743
UHMK1,45,2784
TMEM59L_ENST00000262817,45,2754
WDYHV1_ENST00000523356,45,2754
CYP27B1,45,2754
LRRC23_ENST00000436789,45,2743
SDC1_ENST00000254351,45,2754
TCN2_ENST00000407817,45,2754
TMX3_ENST00000443099,45,2754
A4GNT,45,2754
DBNL_ENST00000494774,45,2754
FGF2_ENST00000608478,45,2754
TBKBP1,45,2754
CCDC149_ENST00000389609,45,2743
ZKSCAN3_ENST00000252211,45,2754
THYN1_ENST00000392595,45,2754
TRIM11,45,2754
ASNS_ENST00000394309,45,2754
SEPT8_ENST00000296873,45,2743
CDCA7,45,2754
AGAP6_ENST00000618025,45,2743
ZNF75D_ENST00000370764,45,2754
CLEC6A,45,2775
PYGO2_ENST00000368456,45,2754
UGCG,45,2754
RPH3AL_ENST00000618002,45,2754
TFPI,45,2754
VIL1_ENST00000440053,45,2754
EMC10_ENST00000376918,45,2743
TPM2_ENST00000647435,45,2754
GDI2_ENST00000380181,45,2754
RACGAP1_ENST00000312377,45,2754
GALT,45,2754
ZNF263,45,2754
RNASEH2B_ENST00000645618,45,2754
ASNS_ENST00000422745,45,2754
ATL2,45,2754
ASNS_ENST00000437628,45,2754
IL1RAP_ENST00000434491,45,2754
SAMSN1,45,2754
TCN1,45,2754
HTRA2,45,2754
ATMIN_ENST00000566488,45,2743
STK4,45,2784
ATG4B_ENST00000402096,45,2743
DBT_ENST00000370131,45,2754
OR6Y1,45,2754
KCNG4_ENST00000568181,45,2754
CLTCL1_ENST00000617926,45,2754
HSPA5,45,2754
OR2C3_ENST00000366487,45,2754
BTBD10_ENST00000278174,45,2754
SDC1_ENST00000403076,45,2754
DLK2_ENST00000372488,45,2743
HERPUD1_ENST00000344114,45,2754
LBX1,45,2754
FBXO17,45,2754
DNAJA2,45,2754
SGK2_ENST00000373092,45,2784
CNTFR_ENST00000610543,45,2754
YBX3_ENST00000279550,45,2780
ABCC2_ENST00000370434,45,2757
CLTCL1_ENST00000622493,45,2754
C11orf80_ENST00000642265,45,2743
DBNL_ENST00000440166,45,2754
TPM3_ENST00000323144,45,2756
COX15_ENST00000370483,45,2754
LRRC18,45,2754
CPNE5_ENST00000393189,45,2754
BDNF_ENST00000439476,45,2754
RDH13_ENST00000396247,45,2754
ENTPD3_ENST00000456402,45,2754
FBXO8_ENST00000615392,45,2780
TMEM209_ENST00000462753,45,2754
PGAP3_ENST00000429199,45,2868
RACGAP1_ENST00000547905,45,2754
NFYC_ENST00000372653,45,2780
EXOC3L2,45,2743
TEAD4_ENST00000358409,45,2754
C12orf66_ENST00000398055,45,2754
MARCH8_ENST00000319836,45,2743
SLC16A5_ENST00000538213,45,2754
NEU3_ENST00000529024,45,2743
CD4_ENST00000541982,45,2754
STPG1_ENST00000003583,45,2780
ECI2,45,2754
FAM126B,45,2754
DBNL,45,2754
ZBTB22,45,2764
CDKN1B_ENST00000396340,45,4253
ZNF19_ENST00000565637,45,2754
ZNF81_ENST00000338637,45,2754
TUBG2,45,2754
TPM2_ENST00000360958,45,2754
PLEKHA1_ENST00000392799,45,2754
FAM104A_ENST00000403627,45,2743
DGLUCY_ENST00000412671,45,2754
LY6K,45,2754
ATXN7L3_ENST00000389384,45,2743
SEC14L2_ENST00000405717,45,2754
INMT,45,2754
ISY1_ENST00000393292,45,2754
ZKSCAN3,45,2754
GLUL_ENST00000417584,45,2754
RMDN1,45,2754
ZNF19,45,2754
IL2RG_ENST00000456850,45,2754
ZNF613_ENST00000391794,45,2754
ELP4_ENST00000640342,45,2754
ARCN1_ENST00000359415,45,2754
CBLL1_ENST00000415884,45,2754
CSNK2A2,45,2784
SGK2,45,2784
GPA33,45,2754
SP6_ENST00000342234,45,2754
DGLUCY_ENST00000523771,45,2754
ZDHHC13,45,2754
VSIG1,45,2754
APOL2,45,2754
NXPE3_ENST00000616286,45,2754
SMARCA2_ENST00000636903,45,2755
PTK6,45,2784
BHMT2,45,2754
KNSTRN,45,2821
STMN2_ENST00000220876,45,2754
SRSF4,45,2755
CCT2_ENST00000544368,45,2754
IL5RA_ENST00000430514,45,2754
RNASEH2B_ENST00000647387,45,2754
PIGZ,45,2754
USP12,45,2754
AS3MT,45,2754
SMG9_ENST00000601170,45,2754
CEACAM20_ENST00000611497,45,2745
ARCN1_ENST00000614498,45,2754
SCARB2_ENST00000638295,45,2754
FAM160A1_ENST00000505231,45,2743
PCYT2_ENST00000538936,45,2743
ECSIT_ENST00000252440,45,2754
EDN3_ENST00000371028,45,2754
CRY2,45,2754
SLC25A46_ENST00000513807,45,2743
BHMT2_ENST00000521567,45,2754
GTF3C4_ENST00000483873,45,2754
METTL21C,45,2754
CCDC169_ENST00000379864,45,2743
MTFR1_ENST00000458689,45,2754
ZNF263_ENST00000538765,45,2754
TPM1_ENST00000403994,45,2812
CTLA4,45,4037
CEACAM20,45,2745
SLC7A8_ENST00000621729,45,2754
CXXC5_ENST00000511048,45,2754
BSCL2,45,2754
NEK6_ENST00000394199,45,2819
PLEKHA1_ENST00000368988,45,2754
OR6F1_ENST00000641444,45,2754
ZNF613,45,2754
AGAP6,45,2743
B4GALT3,45,2754
OGFOD3,45,2754
BDNF_ENST00000525528,45,2754
GPR174_ENST00000276077,45,2754
SETD6_ENST00000394266,45,2754
GJA9,45,2743
CRY2_ENST00000417225,45,2754
IFITM3_ENST00000602735,45,2812
CYP4A22_ENST00000294337,45,2775
TEAD4,45,2754
SPATA5L1,45,2754
SLC17A3_ENST00000360657,45,2754
DHX32_ENST00000368721,45,2780
NSL1,45,2754
DBNL_ENST00000448521,45,2754
DBNL_ENST00000452943,45,2754
PGAP1_ENST00000409188,45,2754
ZNF589_ENST00000440261,45,2754
STMN2,45,2754
ERCC8,45,2754
CHI3L2,45,2754
DGLUCY_ENST00000522322,45,2754
LAMP3_ENST00000466939,45,2754
RPH3AL_ENST00000323434,45,2754
ZNF589_ENST00000427617,45,2754
THNSL2_ENST00000377254,45,2754
RPS6KB1,45,2868
HOXA2,45,2754
RHCE_ENST00000340849,45,2754
SGK2_ENST00000423407,45,2784
RASSF3_ENST00000336061,45,2754
OASL_ENST00000620239,45,2754
SLC25A46_ENST00000447245,45,2743
EDN3,45,2754
PIM2,45,2784
DHPS,45,2754
SHOX,45,2743
B4GALT3_ENST00000367998,45,2754
PTER_ENST00000423462,45,2755
PFKFB4_ENST00000383734,45,2780
EXD2_ENST00000409018,45,2754
CD2BP2,45,2754
FBXO17_ENST00000595329,45,2754
TPM3_ENST00000302206,45,2756
AGFG1_ENST00000409315,45,2754
ARHGAP11A_ENST00000567348,45,2780
TNS4,45,2780
OXSM,45,2780
CCDC33_ENST00000268082,45,2754
SFTPB,45,2754
PALLD_ENST00000507735,45,2754
VEGFA_ENST00000523950,45,4095
PSIP1_ENST00000380716,45,2904
EFNA5_ENST00000509503,45,2754
SEPT8_ENST00000378706,45,2743
RACGAP1_ENST00000454520,45,2754
TDRD12_ENST00000647536,45,2743
ZNF19_ENST00000567225,45,2754
DLK2,45,2743
STK4_ENST00000499879,45,2784
TXLNA,45,2754
TRIM29_ENST00000529044,45,2780
RSRC2,45,2754
FBLIM1_ENST00000375771,45,2754
EDN3_ENST00000311585,45,2754
GJA9_ENST00000357771,45,2743
PPOX_ENST00000352210,45,2754
EMC10,45,2743
PRKACB_ENST00000370689,45,2784
IL5RA_ENST00000456302,45,2754
CCDC169_ENST00000239860,45,2743
PSIP1_ENST00000380715,45,2904
TNFRSF25_ENST00000351748,45,2786
ZNF879,45,2743
LIMA1_ENST00000547825,45,2754
CCDC159_ENST00000458408,45,2743
GLUL_ENST00000331872,45,2754
CEACAM4,45,2754
MKRN2_ENST00000411987,45,2755
SLC22A5,45,2754
OXA1L_ENST00000412791,45,2754
ARHGAP11A_ENST00000563864,45,2780
THYN1_ENST00000352327,45,2754
GSTM5_ENST00000369813,45,2774
GSTM5,45,2774
FRG2B,45,2743
OR52H1_ENST00000322653,45,2775
BACE1_ENST00000510630,45,2754
ASNS_ENST00000394308,45,2754
SEPT8_ENST00000378701,45,2743
MEX3D,45,2754
SFTPB_ENST00000393822,45,2754
ST6GALNAC4,45,2754
STYK1,45,2784
OR6F1_ENST00000302084,45,2754
PLOD2_ENST00000461497,45,2754
GOT2_ENST00000434819,45,2754
ZDHHC13_ENST00000399351,45,2754
PHKG2_ENST00000328273,45,2784
OPRPN,45,2775
PTER,45,2755
C11orf80_ENST00000525449,45,2743
FGF6,45,2822
ECI2_ENST00000361538,45,2754
NAF1,45,2743
TYSND1_ENST00000335494,45,2775
TPM3_ENST00000368531,45,2756
TGFB1I1,45,2754
ANKRD11_ENST00000642333,45,4042
THNSL2,45,2754
SP6,45,2754
TMOD1_ENST00000375175,45,2754
ZNF19_ENST00000565100,45,2754
ABT1,45,2754
HAUS7,45,2754
HAX1_ENST00000483970,45,2754
PFKFB4_ENST00000416568,45,2780
ZNF81,45,2754
CRELD1_ENST00000452070,45,2754
NFYC_ENST00000372651,45,2780
GPR35,45,2754
TEAD1_ENST00000526600,45,2754
CRELD1_ENST00000397170,45,2754
ITPKA,45,2756
ECSIT_ENST00000588998,45,2754
B3GNT3_ENST00000595387,45,2754
MOV10L1_ENST00000395852,45,2754
ELP4_ENST00000639878,45,2754
ELP4_ENST00000640954,45,2754
WRNIP1_ENST00000380769,45,2754
CCR6,45,2754
GAS2L1_ENST00000610653,45,2754
GDAP2,45,2754
SERTAD4,45,2754
DLK2_ENST00000372485,45,2743
MKRN2_ENST00000448482,45,2755
ALG8,45,2754
FAM43A,45,2754
SMARCA2_ENST00000636559,45,2755
B3GNT3,45,2754
ZSCAN25_ENST00000262941,45,2754
ATL2_ENST00000406122,45,2754
ZNF579,45,2754
APIP,45,2754
RETREG1_ENST00000399793,45,2775
NEU3_ENST00000532963,45,2743
BACE1_ENST00000392937,45,2754
C2orf81_ENST00000612891,45,2743
RBPJ_ENST00000348160,45,2754
APOL2_ENST00000358502,45,2754
RHBDD2,45,2754
OPA3,45,2754
PRR23B,45,2775
RDH13,45,2754
KRT8_ENST00000293308,45,2754
IPP,45,2754
MGST2,45,2754
RABEPK_ENST00000259460,45,2754
HRH3,45,2754
NEIL1_ENST00000564784,45,2769
SNX15,45,2754
NEU3_ENST00000531509,45,2743
UHMK1_ENST00000538489,45,2784
WNT11_ENST00000621122,45,2754
LIN28B,45,2754
SFTPB_ENST00000519937,45,2754
OASL,45,2754
UXS1_ENST00000409032,45,2744
SSPN,45,2754
OXSM_ENST00000420173,45,2780
CCDC169_ENST00000491049,45,2743
RNASEH2B_ENST00000642454,45,2754
TNFRSF25_ENST00000348333,45,2786
HERPUD1_ENST00000300302,45,2754
THNSL2_ENST00000343544,45,2754
CSHL1,45,2754
TYSND1,45,2775
HAX1,45,2754
HOXD8_ENST00000429017,45,2754
EIPR1_ENST00000443925,45,2754
CAPSL,45,2754
AS3MT_ENST00000615257,45,2754
ISY1_ENST00000393295,45,2754
LMLN_ENST00000330198,45,2754
GDI2,45,2754
FAM53C_ENST00000434981,45,2754
